name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Connor,1945-04-30,Ryan,1946-12-19,Steve,1944-01-27,Connor was born on the day Adolf Hitler committed suicide in Berlin. Ryan was born on the day the First Indochina War began. Steve was born on the day the Siege of Leningrad ended. The oldest is,1944-01-27,Steve
Rose,1947-07-26,Emily,1932-03-09,Henry,1948-02-04,Rose was born on the day the U.S. Central Intelligence Agency was created. Emily was born on the day Éamon de Valera became Prime Minister. Henry was born on the day Burma and Ceylon gained independence from Britain. The oldest is,1932-03-09,Emily
Kevin,1949-10-07,Marco,1944-06-06,Bob,1946-12-19,Kevin was born on the day East Germany was created. Marco was born on the day of D-Day landings Bob was born on the day the First Indochina War began. The oldest is,1944-06-06,Marco
Max,1931-02-12,Leon,1940-08-20,Peter,1948-05-14,Max was born on the day Vatican Radio started broadcasting. Leon was born on the day Leon Trotsky was assassinated. Peter was born on the day the United Nations established Israeli Independence. The oldest is,1931-02-12,Max
Rose,1948-09-24,Hope,1939-04-01,Jerry,1939-08-25,Rose was born on the day Honda was founded. Hope was born on the day the Spanish Civil War ended and Francisco Franco became dictator. Jerry was born on the day Metro-Goldwyn-Mayer released The Wizard of Oz. The oldest is,1939-04-01,Hope
Robert,1946-07-04,Peter,1945-06-26,Aaron,1936-01-20,Robert was born on the day the Philippines declared independence. Peter was born on the day the United Nations was founded. Aaron was born on the day Edward VIII became King. The oldest is,1936-01-20,Aaron
Mark,1930-02-18,Tyler,1944-07-20,Blake,1930-04-19,Mark was born on the day Pluto was discovered. Tyler was born on the day Adolf Hitler survived the assassination attempt. Blake was born on the day Sinkin' in the Bathtub was released. The oldest is,1930-02-18,Mark
Henry,1944-09-19,Luke,1948-01-30,Grant,1946-06-09,Henry was born on the day the Continuation War ended. Luke was born on the day Mahatma Gandhi was assassinated. Grant was born on the day Bhumibol Adulyadej became King of Thailand. The oldest is,1944-09-19,Henry
Robert,1939-04-01,Jerry,1939-08-25,Josh,1935-06-12,Robert was born on the day the Spanish Civil War ended and Francisco Franco became dictator. Jerry was born on the day Metro-Goldwyn-Mayer released The Wizard of Oz. Josh was born on the day the Chaco War ended. The oldest is,1935-06-12,Josh
Emily,1949-10-07,Hope,1948-04-23,Michael,1939-08-23,Emily was born on the day East Germany was created. Hope was born on the day the Soviet Sever-2 expedition reached the North Pole. Michael was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1939-08-23,Michael
Walker,1944-06-06,Kevin,1938-04-18,Emily,1932-03-09,Walker was born on the day of D-Day landings Superman was born on the day it had its first appearance. Emily was born on the day Éamon de Valera became Prime Minister. The oldest is,1932-03-09,Emily
Rachel,1939-03-02,Mark,1930-02-18,Peter,1948-05-14,Rachel was born on the day Pius XII became Pope. Mark was born on the day Pluto was discovered. Peter was born on the day the United Nations established Israeli Independence. The oldest is,1930-02-18,Mark
John,1949-06-14,Kevin,1949-10-07,Michael,1939-08-23,John was born on the day Albert II became the first mammal in space. Kevin was born on the day East Germany was created. Michael was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1939-08-23,Michael
William,1935-10-03,John,1944-09-19,Fred,1938-03-12,William was born on the day the Second Italo-Ethiopian War begins. John was born on the day the Continuation War ended. Fred was born on the day Germany unified with Austria. The oldest is,1935-10-03,William
Richard,1945-08-17,Kevin,1938-04-18,Michael,1945-10-08,Richard was born on the day Independence of Indonesia was proclaimed. Superman was born on the day it had its first appearance. Michael was born on the day the microwave cooking oven was patented. The oldest is,1938-04-18,Kevin
April,1936-07-17,Tyler,1944-07-20,Ian,1932-12-19,April was born on the day the Spanish Civil War began. Tyler was born on the day Adolf Hitler survived the assassination attempt. Ian was born on the day the BBC World Service started broadcasting. The oldest is,1932-12-19,Ian
Josh,1935-06-12,Rachel,1939-03-02,April,1943-05-15,Josh was born on the day the Chaco War ended. Rachel was born on the day Pius XII became Pope. April was born on the day the American Broadcasting Company was founded. The oldest is,1935-06-12,Josh
Robert,1946-07-04,April,1931-10-05,Laura,1937-12-21,Robert was born on the day the Philippines declared independence. April was born on the day Clyde Pangborn and Hugh Herndon completed the first non-stop trans-Pacific flight. Laura was born on the day Snow White and the Seven Dwarfs was released. The oldest is,1931-10-05,April
Henry,1933-12-05,Rachel,1946-06-09,Fred,1938-03-12,Henry was born on the day Prohibition in the United States was abolished. Rachel was born on the day Bhumibol Adulyadej became King of Thailand. Fred was born on the day Germany unified with Austria. The oldest is,1933-12-05,Henry
Henry,1947-03-12,Kevin,1938-04-18,Rachel,1945-09-02,Henry was born on the day the Truman Doctrine was established. Superman was born on the day it had its first appearance. Rachel was born on the day World War II ended in Asia. The oldest is,1938-04-18,Kevin
Steve,1945-04-28,Joy,1947-04-15,John,1930-08-04,Steve was born on the day Benito Mussolini was executed. Joy was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. John was born on the day King Kullen opened. The oldest is,1930-08-04,John
Hunter,1938-09-30,Henry,1944-09-19,Alex,1937-08-28,Hunter was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. Henry was born on the day the Continuation War ended. Alex was born on the day Toyota was founded. The oldest is,1937-08-28,Alex
Neil,1945-09-02,Bob,1938-09-30,Brandon,1930-11-03,Neil was born on the day World War II ended in Asia. Bob was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. Brandon was born on the day the Vargas Era began in Brazil. The oldest is,1930-11-03,Brandon
Joy,1932-06-24,Matt,1940-03-13,Richard,1930-04-19,Joy was born on the day the Siamese Revolution established a constitutional monarchy. Matt was born on the day the Winter War ended. Richard was born on the day Sinkin' in the Bathtub was released. The oldest is,1930-04-19,Richard
Alex,1930-03-12,Rose,1945-10-29,Brandon,1946-06-02,Alex was born on the day of the Salt March Rose was born on the day Getúlio Vargas was deposed. Brandon was born on the day Italy became a republic. The oldest is,1930-03-12,Alex
Ian,1931-03-03,Leon,1940-08-20,Rose,1947-03-12,Ian was born on the day The Star-Spangled Banner was adopted. Leon was born on the day Leon Trotsky was assassinated. Rose was born on the day the Truman Doctrine was established. The oldest is,1931-03-03,Ian
Luke,1945-09-02,Jack,1944-06-01,Marco,1948-04-07,Luke was born on the day World War II ended in Asia. Jack was born on the day Colossus came online. Marco was born on the day WHO was founded. The oldest is,1944-06-01,Jack
Charlie,1947-07-26,Ryan,1945-09-02,Dallas,1949-06-14,Charlie was born on the day the U.S. Central Intelligence Agency was created. Ryan was born on the day World War II ended in Asia. Dallas was born on the day Albert II became the first mammal in space. The oldest is,1945-09-02,Ryan
Richard,1930-04-19,Luke,1948-01-30,Scott,1947-04-15,Richard was born on the day Sinkin' in the Bathtub was released. Luke was born on the day Mahatma Gandhi was assassinated. Scott was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. The oldest is,1930-04-19,Richard
Hope,1943-02-02,Kevin,1949-10-07,Dean,1944-01-27,Hope was born on the day the Battle of Stalingrad ended. Kevin was born on the day East Germany was created. Dean was born on the day the Siege of Leningrad ended. The oldest is,1943-02-02,Hope
Aaron,1936-01-20,April,1936-07-17,Richard,1945-04-30,Aaron was born on the day Edward VIII became King. April was born on the day the Spanish Civil War began. Richard was born on the day Adolf Hitler committed suicide in Berlin. The oldest is,1936-01-20,Aaron
Connor,1947-03-12,Ian,1935-03-21,Mark,1930-02-18,Connor was born on the day the Truman Doctrine was established. Ian was born on the day Reza Shah asked to rename Persia to Iran. Mark was born on the day Pluto was discovered. The oldest is,1930-02-18,Mark
Tyler,1944-07-20,Grant,1934-07-25,George,1932-06-04,Tyler was born on the day Adolf Hitler survived the assassination attempt. Grant was born on the day Engelbert Dollfuss died. George was born on the day a military coup occurred in Chile. The oldest is,1932-06-04,George
Peter,1948-05-14,Max,1933-10-14,William,1935-10-03,Peter was born on the day the United Nations established Israeli Independence. Max was born on the day Germany withdrew from the League of Nations. William was born on the day the Second Italo-Ethiopian War begins. The oldest is,1933-10-14,Max
Leon,1935-10-03,Dallas,1949-06-14,Jack,1944-06-01,Leon was born on the day the Second Italo-Ethiopian War begins. Dallas was born on the day Albert II became the first mammal in space. Jack was born on the day Colossus came online. The oldest is,1935-10-03,Leon
Hope,1945-10-08,Alex,1930-03-12,Marco,1948-04-07,Hope was born on the day the microwave cooking oven was patented. Alex was born on the day of the Salt March Marco was born on the day WHO was founded. The oldest is,1930-03-12,Alex
Hope,1945-09-02,Jerry,1939-08-25,Kevin,1932-12-19,Hope was born on the day World War II ended in Asia. Jerry was born on the day Metro-Goldwyn-Mayer released The Wizard of Oz. Kevin was born on the day the BBC World Service started broadcasting. The oldest is,1932-12-19,Kevin
Blake,1930-04-19,Ian,1932-12-19,Maria,1939-08-23,Blake was born on the day Sinkin' in the Bathtub was released. Ian was born on the day the BBC World Service started broadcasting. Maria was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1930-04-19,Blake
Michael,1936-05-09,Robert,1946-07-04,Joy,1938-03-12,Michael was born on the day Italy annexed Ethiopia. Robert was born on the day the Philippines declared independence. Joy was born on the day Germany unified with Austria. The oldest is,1936-05-09,Michael
Ian,1930-05-27,Steve,1945-04-28,Rose,1947-03-12,Ian was born on the day the construction of Chrysler Building was completed. Steve was born on the day Benito Mussolini was executed. Rose was born on the day the Truman Doctrine was established. The oldest is,1930-05-27,Ian
Max,1937-12-13,Hunter,1933-01-30,Richard,1945-04-28,Max was born on the day The Nanjing Massacre began. Hunter was born on the day Adolf Hitler became Chancellor of Germany. Richard was born on the day Benito Mussolini was executed. The oldest is,1933-01-30,Hunter
Dean,1949-03-10,April,1931-10-05,Andrew,1938-09-30,Dean was born on the day the Arab–Israeli War ended. April was born on the day Clyde Pangborn and Hugh Herndon completed the first non-stop trans-Pacific flight. Andrew was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. The oldest is,1931-10-05,April
April,1931-10-05,Hope,1935-06-12,Max,1931-02-12,April was born on the day Clyde Pangborn and Hugh Herndon completed the first non-stop trans-Pacific flight. Hope was born on the day the Chaco War ended. Max was born on the day Vatican Radio started broadcasting. The oldest is,1931-02-12,Max
Mark,1936-05-09,Bob,1938-09-30,Leon,1930-02-18,Mark was born on the day Italy annexed Ethiopia. Bob was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. Leon was born on the day Pluto was discovered. The oldest is,1930-02-18,Leon
Rachel,1946-06-09,Robert,1946-07-04,Kevin,1949-10-07,Rachel was born on the day Bhumibol Adulyadej became King of Thailand. Robert was born on the day the Philippines declared independence. Kevin was born on the day East Germany was created. The oldest is,1946-06-09,Rachel
Brandon,1945-06-26,Charlie,1947-07-26,Scott,1948-02-04,Brandon was born on the day the United Nations was founded. Charlie was born on the day the U.S. Central Intelligence Agency was created. Scott was born on the day Burma and Ceylon gained independence from Britain. The oldest is,1945-06-26,Brandon
Dallas,1930-03-12,Richard,1945-08-17,Hope,1935-06-12,Dallas was born on the day of the Salt March Richard was born on the day Independence of Indonesia was proclaimed. Hope was born on the day the Chaco War ended. The oldest is,1930-03-12,Dallas
